text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""  Will the Madakhilah call the Teacher of Rabee al-Madkhali a Khariji?

Imam Muhammad al-Amin al-Shinqiti said:

""And it is strange that someone rules by something other than Allah's legislation and then claims Islam""

  (Idah al-Quran bil-Quran, vol. 3, pg. 41)",0.07713177,0.0598683,0.72318554,0.72318554,Salafi taklidi,0.22318554000000002
"""You'll find that most of the ppl who slander the noble Shaykh Ahmad Jibrl   to be the most ignorant in regards to his vast qualifications, his sacrifice &amp; struggle in the cause of Allh, &amp; they've never even listened to a single series of his before opening their mouths.""",0.18677706,0.73513114,0.1760759,0.73513114,Salafi jihadi,0.23513114000000002
"""Which muslim rulers legalises and pays for a kaafirah singer to insult Allah and says that ar riqq is wrong and builds idols? 

Thats a Muslim ruler to uv""",0.78815275,0.33801186,0.032359798,0.78815275,Irrelevant,0.16198814
"""Shaykh Sulaymaan al-Alwaans Dua for the Ummah &amp; the prisoners.",0.26385027,0.70152366,0.1010401,0.70152366,Salafi jihadi,0.20152366
"""You'd think he would stop there... but it seems like none of the Prophets were safe from the tongue of Raslan.

He speaks about and criticizes Musa (as) so casually as if he's just a man down the street.",0.8499916,0.17100044,0.026016366,0.8499916,Irrelevant,0.32899955999999997
"""Raslan has been put on a pedestal. In reality, he has vile speech and needs to learn self-control and humility. 

First: Raslan's loose-tongued criticism regarding Ibrahim's (as) manhaj &amp; dawah and why it 'fell short'.",0.80846554,0.21463282,0.027465926,0.80846554,Irrelevant,0.28536718
"""An interesting dynamic here is that the TTP umbrella's enthusiastic support for IEA undermines ISKP's efforts to flip members. Despite some fighter overlaps + ideological proximity w Dawla, all of these groups have essentially re-declared loyalty to IEA w their own blood.""",0.8582105,0.3055885,0.022639494,0.8582105,Irrelevant,0.19441150000000001
"""In a century he will be remembered with the likes of Yusuf bin Tashfin, Nouredin Zhengi and Salahedin Ayyubi

Without the standing army, yet opposing the whole world with just a few men and starting the awakening which will free our ppl while hes long gone""",0.85022205,0.24882612,0.02481653,0.85022205,Irrelevant,0.25117387999999996
"""                    
          
#MolanaHamidulhaq 
#MolanaSamiulhaq
@Zabehulah_M33
@__alaskri @WakeelMubariz",0.15798686,0.16487141,0.41895932,0.41895932,"No decision, maximum is Salafi taklidi",0.08104067999999998
"""Would it supprise you that 

1 the biggest takfiris in history were Asharis 

2 biggest rebels who fought muslims in the 3 theological school, were Asharis 

3 the biggest mad mouthed people of imams from the counterpart group, Asharis 

Cheerio """,0.8624674,0.2569425,0.023087198,0.8624674,Irrelevant,0.24305749999999998
"""Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners.

Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial""",0.36488745,0.68371475,0.08445512,0.68371475,Salafi jihadi,0.13511255
"""Dear brother Adnan

And then will probably start attacking wahabis and accuse our ulema of kufr.

lol""",0.7057739,0.38421592,0.037873276,0.7057739,Irrelevant,0.11578408000000001
"Would it supprise you that 

1 the biggest takfiris in history were Asharis 

2 biggest rebels who fought muslims in the 3 theological school, were Asharis 

3 the biggest mad mouthed people of imams from the counterpart group, Asharis 

Cheerio",0.56076914,0.43856463,0.046118774,0.56076914,Irrelevant,0.06076914
"""@Alminhaji @hashimiyy_ youre going to have to explain to your shaykh that hes missed the point. 

And tell him to have the courtesy of actually quoting me.

Otherwise it looks like an insincere hit and run.""",0.12750156,0.07699104,0.5403034,0.5403034,Salafi taklidi,0.04030339999999999
"""Du'at need to spend more time teaching Muslims about Tawheed, instead of fully focusing on bringing non-Muslims to Islam.

I've seen the most appalling justification of polytheism by Muslims recently. It is like they don't know why the Prophet (peace be upon him) was sent.""",0.7194523,0.36220685,0.043815114,0.7194523,Irrelevant,0.13779314999999998
"This Jahmite is one of the most disgusting people that exists. 

The salaf didnt like people with huge disgusting unkept beards/ in that context they would say the longer your beard the less intelligence

Forget his support for the Kuffar/ and best friend whos an enemy of Islam",0.09963778,0.6507163,0.28137925,0.6507163,Salafi jihadi,0.15071630000000003
"""""Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners.

Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial""
""
--------------

Dont forget asharis and quburist sympathisers that I can violate the hell outta you mandem. 

But I know that thats not the way someone should engage with. 

The plan is to respond to evil and vile behaviour with one that isnt the same level",0.43718392,0.6654367,0.05785605,0.6654367,Salafi jihadi,0.06281608
"""""Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners.

Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial""
""
--------------

Dear brother Adnan

And then will probably start attacking wahabis and accuse our ulema of kufr.

lol",0.29120365,0.7663926,0.09679576,0.7663926,Salafi jihadi,0.20879635000000002
"""""You need to do a basic text on Muslim aqeedah before you teach me adab.

Adab has its place and time.

When people like you, under the cover of adab, cheer for enemies then adab is put aside. 

I asked you for an adab podcast on this, you ignored.

Clearly adab is not working. 
""
--------------

Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners.

Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial",0.21050164,0.736401,0.15111129,0.736401,Salafi jihadi,0.23640099999999997
"""Tonight is the 27th night of Ramadan! 

The Messenger of Allah  said about Laylatul Qadr: It is the 27th or 29th night. Verily, during that night, the angels on earth are more than the number of pebbles [Musnad Ahmad]",0.84361506,0.035471305,0.035386063,0.84361506,Irrelevant,0.34361505999999997
"""Our mother Aishah said:

If I knew which night was Laylat al-Qadr, I would not ask Allah in it except for well-being (al-afiyah).

[al-Musannaf of Ibn Abi Shaybah]",0.8700851,0.013771932,0.086292796,0.8700851,Irrelevant,0.37008509999999994
"Najm ad-Dn Ibn Qudmah said:

Desires () are shaytns means to get people, and eating and drinking strengthens those desires. So as long as the lands of desires are fertile, the devils keep coming to pasture, however when they are abandoned, the devils paths are restricted.

[Mukhtasar Minhj al-Qsidn]",0.7903059,0.040067583,0.045140617,0.7903059,Irrelevant,0.2903059
"Talq ibn Habb said:

The rights of Allah   are too numerous for His servants to fulfill, and His blessings are too numerous to be counted, so enter your mornings in a state of devout obedience, and enter your evenings in a state of repentance.

[Imam Ahmad, Kitab az-Zuhd]",0.8027498,0.0151402755,0.097673215,0.8027498,Irrelevant,0.30274979999999996
"""A sect is emerging that will make the Madhkalees look like the Khawarij. They will include amongst them those that claim to be Salafi and Sufi.",0.7353884,0.26707077,0.042672925,0.7353884,Irrelevant,0.23292923
"""This is Kufr and one who utters such a statement is a Kafir.""",0.5830333,0.25667837,0.10535168,0.5830333,Irrelevant,0.08303329999999998
"""He is Imm, Shaykh al-Islm, Qutb al-Awliya, Qutb ar-Rabbani, Shaykh Ash-Shuyukh.

He is absolutely uf &amp; believed in many things which was upon classical Taawwuf &amp; may see as wrong by some Salaf scholars but saying he is not uf is wrong, he wasn't from misguided ufsm.""",0.04509575,0.51880234,0.5808353,0.5808353,Salafi taklidi,0.01880234000000003
"""""Then why mustve you deleted the post?

Just like your fellow Surr counterpart?

Is this how youre taught in the Surr Masjid to refute Ahlus-Sunnah, by making grave slander on not only them but also their absent mothers?

 . 
""
--------------

Deleted because use of the term was incorrect (not qadhf however)",0.21925049,0.032447856,0.42142704,0.42142704,"No decision, maximum is Salafi taklidi",0.07857296000000003
"""Le grand savant salafi du Maroc, Shekh Abd Allah Kenoun [m.1409] nous dit au sujet de Ibn Toumert dans son livre An-Noubough Al-Maghribi  : 

Ce  quoi il appelait le plus, c'tait l'adoption de la doctrine Asharite en matire de croyance, et particulirement l'interprtation (Tawil) des versets et hadiths quivoques.

Les Marocains n'y taient pas enclins, prfrant suivre la voie des pieux prdcesseurs qui consistait  dlaisser l'interprtation et  accepter les textes quivoques tels qu'ils sont venus ! 

Ibn Tumart blmait svrement (les Marocains) pour cela et allait parfois jusqu' les accuser d'anthropomorphisme (Tajsim). 

Page 102""",0.5120529,0.30973315,0.04940572,0.5120529,Irrelevant,0.012052900000000033
"""You have to be a special level of stupid to be mindlessly posting ghareeb fiqhi views in a public platform to aid some dumb agenda against an Imam of the Muslims.""",0.50350887,0.4538771,0.06847074,0.50350887,Irrelevant,0.0035088699999999973
"""Shaykh Ibn Uthaymeen   said : 

And how many women are now crying out of regret when they married those men who seemed righteous, but they then came to find out that these men are from the worst people in treating their wives.

[Ligaa' Baab al Maftuh, 20/225]""",0.8779891,0.09425248,0.025059098,0.8779891,Irrelevant,0.37798909999999997
"I dont understand how the madakhilah can claim great muhaqiqn like shaykh Ahmed ash Shakir,shaykh Abdul qader al arnout when they opposed the atheistic views of their own scholars like Ahmed an najmi (may Allah burn him for eternity) for allying with kuffar against the Muslims",0.02563519,0.2860338,0.84944195,0.84944195,Salafi taklidi,0.2139662
"""The reality of this Munfiq was exposed over a decade ago. Only now, after years of slander, do those who used to elevate this slanderous cow   realize that he indeed is a Munfiq. 

How many more of these hindsight is 20/20 scenarios are going to occur in the near future? I suspect quite a few, and by Allah it is more beloved to any Muslim, that a deviant be guided to the Haqq, then his persistence upon Btil. That being said, if a certain Manhaj is continuously calling it, maybe one should pay attention. 

   """,0.5696502,0.5313555,0.056305677,0.5696502,Irrelevant,0.03135549999999998
"He said when asked about this ayah,    it is enough kufr (to expel one from the millah) 

With that being said , we do not hastily make takfir on the believers like the khawarij and we do not excuse the disbelievers/apostates like the murjiah -",0.103515275,0.52822083,0.29002595,0.52822083,Salafi jihadi,0.028220829999999975
"But this does not give us a reason to be harsh in our dawah or be too soft when heresy is taken place . 

May Allah grant us tawfq and hidyah and allow us to be amongst those who act upon our knowledge . 
If I have made any mistakes , please
correct me BarakAllah Feekum.",0.5363452,0.024713442,0.21152456,0.5363452,Irrelevant,0.036345199999999966
"""Case study.
Farid likes to attack Muslims day &amp; night, accusing them of Shirk, Kufr, Bid'a... but when he debated Murtads, he does so like a cute kitty cat.",0.69695634,0.53271526,0.039324403,0.69695634,Irrelevant,0.032715260000000024
