text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,model_decision
"""A Madkhali will tell you their sheikh who didnt even kill a single kaffir soldier is a mujahid, but the men who actually did all happen to be evil ikhwani kharijis and arent following islam.""",0.07974113,0.87381977,0.005554022,jihad
"""Sad to see some mutuals following this gay nigga whose beliefs are very distorted",0.99684,0.005348946,0.003038329,
If you see a nigga typing with this keyboard yeah run,0.9975333,0.004545197,0.0039842147,
"""if you understand the culling games, you're already in the top 5% of smartest people """,0.997612,0.0044032224,0.0037615343,
"""Very well said. Thank you brother

This was also my concern too. That too many brain rotten coal people are trying to become scholars, hence why Islamic scholarship is at its weakest. The bar is way too low, we need real thinkers and not some goofy out of touch people""",0.9973947,0.0043544937,0.004154048,
"""Anyways it sounds nice to say we should base decisions on rationality, but the human brain can rationalize anything. 

Fascism, communism capitalism, theocracy, and all ideologies in between all have rational chains of thought behind them.""",0.9974491,0.005244779,0.0041938354,
"""""You Egyptians truly deserve Sisi""
""
--------------

Theyre so castrated, they remove their best just to push their Israeli master to power and then bootlick their yahudi mukhabarat and cry when people expose them for who they are

Dajjalic people, hope they get ruled by azariqah type leaders. Was Hayydar cooking???",0.04630608,0.9365846,0.0075350786,jihad
Sisi is a reflection of ejeetptians,0.73925674,0.0023731976,0.20840438,
"""""@hiwabusally Yes, you're not fearful bcus there is no hardship in following populist religion.
Now go meet your quota today of looking at people's wives :)""
""
--------------

Beautiful responses, refuted the cuck perfectly",0.99624014,0.0037434623,0.0036282698,
"Guys think theyre brave cus theyre transparent about certain aspects of their lives, meanwhile they are goyim that endorse the kufri status quo

These r*ped slaves of the yahud have nothing to worry about",0.80714315,0.28515866,0.0015003642,
"THANK YOU FFS Ive been stressing for ages that this aalimah title is bloody BS doing a course or graduating at DU does NOT make you Aalimah. A real Aalimah doesnt even call herself Aalimah 

You might as well call the pizza delivery girl Aalimah too at this point",0.9969829,0.0033022529,0.0054104268,
"""""Very well said. Thank you brother

This was also my concern too. That too many brain rotten coal people are trying to become scholars, hence why Islamic scholarship is at its weakest. The bar is way too low, we need real thinkers and not some goofy out of touch people""
""
--------------

Takes me back to this too",0.99758565,0.0042823665,0.0040083285,
"Fully agreed also, my post was referring to those who diminish grand titles by mislabelling people, ofc I wasnt discrediting anyone seeking religious education or getting into programs, I promote it if anything.",0.9974222,0.0035881107,0.0053878063,
"""Part 2",0.99720395,0.004607949,0.0040570805,
"""",0.9950859,0.0076876148,0.0043346724,
"""Those who blend Allahs Laws.",0.99746835,0.004429667,0.0037014156,
"""""This Is How the Qunoot Should be 

1. No Bida of Melody &amp; Tajweed 
2. Not Prolonged to exhaustion 

Sh Abu Suhaib Bassam   
""
--------------

i hope sudes understand that",0.7373026,0.007272307,0.01602711,
"""When the Haram was closed due to COVID, the pictures of a single woman doing Tawaf went viral &amp; everyone expressed their sadness. Yet when al-Aqsa, the first Qiblah is shackled &amp; closed forcibly by the worst of creation, we do not see the same reaction. O Allah forgive us.""",0.9960932,0.005101241,0.0030425235,
"""""Abu Huraira RadiAllahu reported that the Messenger of Allah Peace be upon him said:

""The best rows for men are the front rows and the worst are the back rows. The best rows for women are the back rows and the worst are the front rows""

 (Sahih Muslim 440)""
""
--------------

why so people not talk about it when on the white marbles infront of gate 69 from Dar tawheed to Anjum hotel in Makkah, men and women pray together, same row, same quarter. It is prohibited everywhere.",0.43794364,0.08578591,0.008635601,המודל לא הצליח לקבל החלטה
"keep making duah, mentioning names- rememwber Ariel Sharon, James Whales and Jordan peterson? make time to mention names and you will see the results",0.99578345,0.0025470387,0.00737455,
"""A great series that will give you a different perspective of Istigfr. 

Spread this for the sake of Allh, do not miss out on easy Ajr.""",0.99509203,0.0023953242,0.011544358,
"""Shaykh Ahmads (  ) close friend ash-Shaykh al-Mujhid Abu Anas Ash-Shami ( )",0.0028217165,0.008663477,0.99638546,
"""Shaykh Ahmads brief snippet of the Allmah Shaykh Nasir Al-Fahd (  ) life and Dawah efforts.""",0.0029374799,0.006481821,0.99700695,
"TOILET PAPERS?

Andrex or Cushee?",0.99668425,0.0048221713,0.0042869416,
"""Eid Mubarak to the Muwhideen """,0.9959488,0.007250724,0.002517446,
neten is alive. worst eid present i ever received,0.9952325,0.0038361335,0.0057096584,
"MAURITIUS EID IS ON SATURDAY

Afghanistan/ niger/ Mali- Thursday
Global sighting- Friday
Moroccan signting-  awaiting",0.99719703,0.004038064,0.0053916355,
"""Dont say anything. Just retweet.",0.9976736,0.0041302396,0.004565015,
"""#FreeAnjem",0.9973865,0.004788022,0.0032061967,
"what is that nonsense of live streaming Tawaaf from Ali dawah. And is this how one make duah?

once i watched islam channel doing similar thing for hajj. bro sit down, relax, learn. Stop this buzz. You want to raise money fine but do not do nonsense. please.",0.99524033,0.0018220416,0.008738256,
remember the enemies within were rejoicing,0.99692196,0.0044078673,0.0045137377,
"""Right wingers lack common sense""",0.9975585,0.0048495154,0.0035662567,
"""Highly intelligent people on X the everything app.",0.9975293,0.004479479,0.0039787292,
"""Look at this baby Orangutan and forget that were chiId kiIIers """,0.99689674,0.0043513738,0.0040034275,
"""kadky bi gn sen de byle olcan""",0.99725574,0.004554014,0.0042924983,
"""""That foreigner isn't taking your cookie gammon""""",0.9969568,0.0060152533,0.002778234,
"""Mind you half a million Palestinians live and work in the UAE .""",0.9976204,0.004336848,0.0039778296,
"""Big on X, small in the real world.""",0.9968195,0.005322619,0.0048215785,
"""",0.9950859,0.0076876148,0.0043346724,
"""How Moroccans look at life.",0.997696,0.0044788476,0.0040904367,
"""",0.9950859,0.0076876148,0.0043346724,
"""Zionists will look at you with a straight face and tell you that this guy is indigenous to the Middle East",0.99776256,0.0045648306,0.0037738157,
"""@BBCWorld He is a WHITE, FRENCH BOY named DIDIER GASPARD OWEN MAXIMILIEN.",0.99324185,0.0020161606,0.010045358,
"""Singapore figured out how to have a multicultural society: authoritarianism

Small government is down stream from shared traditions and norms that are so deeply ingrained that the state doesn't need to enforce them

Without that the state must rule with a strong hand""",0.9976307,0.004771407,0.0037093386,
"""This man is a Kaffir full stop""",0.9909026,0.0036006456,0.007982102,
"""",0.9950859,0.0076876148,0.0043346724,
"""Britons are being outbid on housing by their own government in order to house foreigners""",0.9978065,0.0044893133,0.0038265265,
"""",0.9950859,0.0076876148,0.0043346724,
"""@EbnHussein1424 The Ahl al-Sunnah in Iran  NEW UPLOAD!!!",0.022192588,0.0019051125,0.97840494,
"""Notice how that Rafidi casually calls Yassir al Habib Shaykh, still showing him respect despite his open claim that Aisha (may Allah be pleased with her) was a habitual prostitute. And Daniel Haqiqatjou just lets it slide, no pushback at all, even going as far as to claim that Sistani forbids Shias from cursing even in private, which is simply not true and has no basis in his statements.
In Twelver Rafidi Shiism, cursing leading figures from the Muhajirun and Ansar, such as Abu Bakr and Umar, is not some fringe practice, it is embedded in tabarri, their doctrine of dissociation. Abu Bakr, Umar, Aisha and Hafsa are placed at the centre of this, and despite attempts to sanitise it publicly, their own texts and scholars, including within Iran, repeatedly expose this reality whenever the taqiyyah drops.""",0.011616437,0.9765132,0.036529556,jihad
""" Ab Ubaydah the Wahhb: A thread

This thread will provide a series of excerpts from the martyred spokesman of Katib al-Qassm, Ab Ubaydah udhayfah al-Kalt, that clearly show his Wahhb/Salaf ideology.

All quotes provided are from his thesis The Holy Land Between Judaism, Christianity, and Islm.

[1] Ab Ubaydah references Fat al-Majd, the explanation of Kitb al-Tawd by Sh Abd al-Raman Ibn asan, the grandson of Sh Muammad Ibn Abd al-Wahhb

[2] Ab Ubaydah on the Shah

[3] Ab Ubaydah quotes the words of Imm Ibn Taymiyyah concerning the cursing of the grave-venerators

[4] Ab Ubaydah quotes the words of Imm Ibn Taymiyyah concerning the non-legitimacy of supplication at graves, and that it is the creed of the Companions and their Successors

[5] Ab Ubaydah quotes the consensus which Imm Ibn Taymiyyah transmitted regarding the prohibition of traveling to graves

[6] Ab Ubaydah quotes the fatw of Sh Ibn Bz regarding supporting Palestine""",0.0037682264,0.004739477,0.99655175,
"""Shaykh al-Islam also states:

""And there is no doubt that the Rafidah are among the worst of the deviators who seek discord, those whom Allah and His Messenger have condemned."" (Minhaj al-Sunnah, vol. 6, p. 268 by Shaykh al-Islam Ibn Taymiyyah)

Arabic original:

             """,0.014715202,0.0054603,0.91641337,
"""""The Khorasan group has been formed and will soon plant a black flag on Palestine. 
#IranWar #Irn #Isral 
""
--------------

Another day another Syedjeet. Every single time lol",0.104395814,0.91289645,0.0043564625,jihad
